,gene,cell_0.0,cell_1.0,cell_2.0,cell_3.0,cell_4.0,cell_5.0,cell_6.0,cell_7.0,cell_8.0,cell_9.0,cell_10.0,cell_11.0,cell_12.0,cell_13.0,cell_14.0,cell_15.0,cell_16.0,cell_17.0,cell_18.0,cell_19.0,cell_20.0,cell_21.0,cell_22.0,cell_23.0,cell_24.0,cell_25.0,cell_26.0,cell_27.0,cell_28.0,cell_29.0,cell_30.0,cell_31.0,cell_32.0,cell_33.0,cell_34.0,cell_35.0,cell_36.0,cell_37.0,cell_38.0,cell_39.0,cell_40.0,cell_41.0,cell_42.0,cell_43.0,cell_44.0,cell_45.0,cell_46.0,cell_47.0,cell_48.0,cell_49.0,cell_50.0,cell_51.0,cell_52.0,cell_53.0,cell_54.0,cell_55.0,cell_56.0,cell_57.0,cell_58.0,cell_59.0,cell_60.0,cell_61.0,cell_62.0,cell_63.0,cell_64.0,cell_65.0,cell_66.0,cell_67.0,cell_68.0,cell_69.0,cell_70.0,cell_71.0,cell_72.0,cell_73.0,cell_74.0,cell_75.0,cell_76.0,cell_77.0,cell_78.0,cell_79.0,cell_80.0,cell_81.0,cell_82.0,cell_83.0,cell_84.0,cell_85.0,cell_86.0,cell_87.0,cell_88.0,cell_89.0,cell_90.0,cell_91.0,cell_92.0,cell_93.0,cell_94.0,cell_95.0,cell_96.0,cell_97.0,cell_98.0,cell_99.0
41,Smad6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,3,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0
42,Coch,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,2,0,0,1,0,2,0,2,0,12,2,1,2,1,0,0,1,0,1,0,0,7,0,0,0,2,0,0,1,0,0,0,0,0,1,23,13,4,10,1,0,0,0,0,0,1,0,2,0,17,3,0,0,2,0,2,0,0,2,2,0,0,1,1,0,5,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0
43,Sh3rf2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Bicc1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Col4a1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,2,0,0,7,0,2,0,37,2,1,1,3,17,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,6,3,8,0,1,0,4,0,4,0,0,0,14,0,9,0,2,0,3,0,1,31,0,0,1,0,1,0,0,0,0,7,9,0,0,0,0,0,4,0,0,7,0,0,0,0
46,Mras,0,0,0,0,0,0,0,0,0,0,7,2,0,4,12,10,3,5,2,0,15,2,5,0,15,8,3,1,10,23,0,7,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8,1,0,5,7,9,0,2,5,11,0,7,0,2,0,3,3,2,0,0,0,5,0,0,16,10,0,4,0,12,0,2,0,0,1,11,0,0,0,0,0,1,0,0,10,0,0,0,0
47,Lpar5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
48,Prdm14,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,3,2,1,0,0,0,0,0,0,2,0,2,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,5,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0
49,Dazl,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,4,0,0,0,10,1,1,0,0,0,2,0,11,0,0,18,0,0,0,0,0,2,13,0,0,0,2,0,0,0,0,0,0,0,0,26,9,1,15,1,3,4,1,1,1,0,4,0,0,0,1,2,0,0,0,0,5,0,0,2,0,0,0,0,3,0,0,0,0,0,10,0,0,0,2,0,24,0,0,2,0,0,0,0
50,Pecam1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,5,5,2,0,0,0,3,0,0,0,7,3,4,1,12,6,3,21,0,2,0,1,0,0,5,0,0,2,5,0,0,2,0,0,0,0,0,12,1,0,4,1,7,0,2,3,16,0,3,0,2,0,14,1,2,0,4,0,1,0,1,7,3,0,4,0,0,0,1,0,0,15,4,0,0,0,1,0,1,0,0,8,0,0,0,0
51,Cbfa2t2,0,0,0,0,0,0,0,0,0,0,7,2,0,3,2,10,10,9,0,0,8,1,7,2,11,1,10,3,6,5,0,14,0,6,0,1,2,1,4,0,0,0,3,0,0,2,0,0,0,0,0,12,8,7,9,9,10,0,6,2,12,0,5,0,8,0,11,7,4,0,2,0,3,0,0,23,9,0,9,1,7,0,1,0,0,12,14,0,0,0,4,3,9,0,0,5,3,0,0,0
52,Cnn2,0,0,0,0,0,0,0,0,0,0,4,4,0,8,9,5,4,7,0,0,11,0,9,6,24,11,58,4,23,25,1,29,0,16,0,0,1,0,4,0,1,1,10,0,0,3,0,0,0,0,0,9,6,2,18,9,6,0,4,1,4,0,7,0,7,0,2,4,11,0,5,0,10,0,0,34,14,0,32,3,21,0,0,0,0,7,8,0,0,0,0,2,10,0,0,6,7,2,0,0
53,Src,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,2,9,0,0,4,0,1,0,3,4,3,1,3,8,0,11,0,1,0,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,8,8,4,2,6,17,0,0,0,10,0,1,0,3,0,0,5,3,0,1,0,1,0,1,9,3,0,4,0,5,0,0,0,0,4,12,0,0,0,0,0,4,0,0,4,4,0,0,0
54,Msx2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,7,0,41,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Ehmt2,0,0,0,0,0,0,0,0,0,0,10,13,0,7,18,15,13,8,0,0,17,0,12,4,8,33,27,14,17,35,2,28,0,24,0,0,1,1,9,0,5,0,27,0,0,5,0,0,0,0,0,22,24,8,27,33,40,0,8,7,18,0,15,0,13,0,10,9,7,0,10,0,9,0,1,18,16,0,27,1,34,0,2,0,0,20,23,0,0,0,2,6,10,0,0,11,15,0,0,0
56,Kirrel,0,0,0,0,0,0,0,0,0,0,2,1,0,1,11,1,4,1,0,0,5,0,0,0,5,3,5,2,1,5,0,3,0,1,0,1,0,0,4,0,1,0,2,0,0,1,0,0,0,0,0,7,5,0,1,4,4,0,4,1,5,0,7,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,15,0,8,0,1,0,0,2,11,0,0,0,0,0,1,0,0,4,1,0,0,2
57,Dixdc1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Gpr63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Cald1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,15,5,5,0,0,6,0,6,1,6,1,6,2,5,12,1,5,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,2,3,4,0,0,2,9,0,1,0,4,0,1,2,4,0,2,0,2,0,0,11,5,0,0,0,2,0,2,0,0,2,3,0,0,0,1,0,1,0,0,0,2,0,0,0
60,Shroom1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Otx2,0,0,0,0,0,0,0,0,0,0,9,10,1,18,4,1,0,2,0,0,2,0,0,0,15,0,4,2,12,25,0,24,0,1,0,0,5,0,4,0,6,1,22,0,0,0,0,0,0,0,0,31,1,2,0,4,3,0,1,3,4,0,1,0,2,0,3,0,7,0,0,0,9,0,0,21,0,0,1,0,7,0,1,0,0,12,20,0,0,0,7,1,14,0,0,2,0,1,0,1
62,Mfsd12,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,0,1,0,4,0,1,0,2,4,6,1,4,0,0,6,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,0,0,0,6,2,0,3,1,2,0,0,2,3,0,2,0,0,0,20,0,1,0,1,0,1,0,0,2,1,0,1,0,5,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,2,0,0,0
63,Dnmt3a,0,0,0,0,0,0,0,0,0,0,24,7,0,23,28,20,6,8,0,0,23,2,9,2,31,7,8,7,40,65,1,51,0,5,0,0,1,1,29,0,2,5,27,0,0,20,0,0,0,0,0,43,25,19,29,47,34,0,16,5,21,0,26,0,11,0,0,9,14,1,5,0,15,0,1,49,16,0,7,0,18,0,4,0,0,16,33,0,0,0,2,2,30,0,0,22,3,1,0,0
64,Pclo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Usp26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Glipr2,0,0,0,0,0,0,0,0,0,0,3,6,0,0,16,2,1,2,0,0,2,0,1,1,2,28,36,12,31,8,2,56,0,21,0,0,1,0,2,0,2,0,10,0,0,0,0,0,0,0,0,3,1,1,10,10,3,0,7,0,2,0,12,0,3,0,5,2,1,0,1,0,0,0,2,6,15,0,36,2,34,0,1,0,0,4,4,0,0,0,0,0,0,0,0,7,17,0,0,0
67,Foxp1,0,0,0,0,0,0,0,0,0,0,1,16,1,20,3,3,3,11,0,0,6,0,18,2,6,12,3,7,11,3,1,15,0,1,0,0,1,0,7,1,4,1,27,0,0,1,0,0,0,0,0,13,20,12,10,22,8,0,3,5,5,0,8,0,17,0,0,7,0,0,16,0,3,0,0,7,13,0,4,2,3,0,0,0,0,5,7,0,0,0,0,1,13,0,0,4,1,0,0,0
68,Dll1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,10,1,2,4,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,0
69,Spock3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Kdm4c,0,0,0,0,0,0,0,0,0,0,9,5,0,7,11,4,1,6,1,0,7,1,7,0,6,8,12,3,8,7,0,24,0,6,0,0,1,0,11,0,1,4,19,0,0,8,0,0,0,0,0,27,25,10,21,41,16,0,10,9,21,0,12,0,4,0,5,3,8,0,5,0,2,0,0,12,11,0,16,1,11,0,3,0,0,8,22,0,0,0,2,1,14,0,0,19,7,1,0,0
71,Prdm1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Bend4,0,0,0,0,0,0,0,0,0,0,18,6,0,3,5,3,5,2,0,0,4,0,1,1,1,1,6,4,6,9,0,9,0,3,0,1,3,0,2,0,1,0,8,0,0,2,0,0,0,0,0,13,5,4,14,10,15,0,4,2,4,0,6,0,1,0,15,3,3,0,1,0,3,0,0,7,9,0,2,0,8,0,2,0,0,9,14,0,0,0,1,1,6,0,0,8,0,0,0,0
73,Col4a2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0
74,4932412D23Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Dhh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
76,Cdo1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,4,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,4,2,1,0,0,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
77,Klf13,0,0,0,0,0,0,0,0,0,0,7,1,0,3,2,1,1,0,0,0,4,0,0,1,3,7,4,0,5,8,0,5,0,2,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,0,2,2,0,0,0,4,0,0,1,2,0,3,0,1,0,1,6,0,0,3,0,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,3,4,0,0,0
78,Krt79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,Atp2b2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Shld2,0,0,0,0,0,0,0,0,0,0,7,1,0,6,4,3,1,6,0,0,9,0,4,0,1,6,4,0,2,4,0,4,0,3,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,5,3,0,9,5,7,0,1,1,5,0,2,0,3,0,0,6,1,0,0,0,0,0,0,3,2,0,2,0,3,0,0,0,0,2,2,0,0,0,0,0,5,0,0,7,1,0,0,0
81,Aspm,0,0,0,0,0,0,0,0,0,0,4,8,0,5,9,2,3,4,0,0,5,0,5,0,8,9,9,5,19,7,0,20,0,4,0,0,1,3,21,0,0,1,8,0,0,1,0,0,0,0,0,19,39,4,4,19,9,0,9,4,25,0,11,0,5,0,23,0,3,0,8,0,1,0,0,6,4,0,12,0,8,0,2,0,0,10,9,0,0,0,1,1,11,0,0,10,9,0,0,0
82,Dpysl2,0,0,0,0,0,0,0,0,0,0,5,1,0,2,3,2,0,1,0,0,0,0,2,0,0,0,0,1,2,3,0,8,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,3,2,4,2,3,0,0,0,1,0,0,0,3,0,1,3,0,2,1,0,0,0,0,0,3,0,1,0,1,0,1,0,0,4,4,0,0,0,0,0,2,0,0,0,1,0,0,0
83,Myof,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,1,3,0,0,0,7,0,1,1,1,1,6,1,8,3,0,4,0,1,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,0,0,6,1,0,9,0,10,0,3,0,6,0,4,0,3,0,7,1,1,0,0,0,1,0,1,5,1,0,2,1,5,0,0,0,0,7,8,0,0,0,0,1,4,0,0,4,0,0,0,0
84,Stat3,0,0,0,0,0,0,0,0,0,0,8,4,0,12,13,4,5,3,0,0,9,0,8,1,8,13,11,3,13,21,0,19,0,6,0,1,1,0,5,0,2,1,16,0,0,0,0,0,0,0,0,11,15,5,12,17,22,0,6,7,17,0,14,0,9,0,0,7,7,0,5,0,5,0,1,8,9,0,12,0,13,0,2,0,0,16,24,0,1,0,1,0,15,0,0,7,9,0,0,0
85,Setd4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,2,0,0,0,0,1,0,5,1,2,0,2,5,0,4,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,6,6,2,3,6,4,0,2,0,3,0,0,0,3,0,0,3,4,0,1,0,3,0,0,9,2,0,2,0,4,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0
86,Dgat2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3,0,4,0,2,0,3,3,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,0,0,0
87,Marcks,0,0,0,0,0,0,0,0,0,0,1,10,1,11,3,8,4,3,0,0,2,1,5,1,7,14,20,7,24,18,0,24,0,5,0,0,5,0,7,1,2,1,13,0,0,1,0,0,0,0,0,10,15,6,14,13,26,0,2,6,14,0,5,0,11,0,2,3,1,0,2,0,10,0,1,23,7,0,10,0,16,0,2,0,0,5,13,0,0,0,2,0,7,0,0,6,2,0,0,0
88,N4bp3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,7,1,1,2,0,0,1,1,2,0,4,6,1,1,6,3,0,5,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,3,0,1,2,4,0,0,0,2,0,4,0,0,0,0,6,0,0,2,0,0,0,0,1,4,0,2,1,8,0,0,0,0,1,2,0,0,0,1,1,0,0,0,3,2,0,0,0
89,Cnpy1,0,0,0,0,0,0,0,0,0,0,5,1,0,3,4,1,2,0,3,0,15,0,7,0,5,15,4,0,3,1,0,9,0,2,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6,36,5,1,13,1,0,6,0,5,0,3,0,5,0,1,0,3,0,3,0,0,0,1,1,0,0,11,0,8,0,0,0,0,10,0,0,0,0,0,0,5,0,0,2,2,0,0,0
90,Peg3,0,0,0,0,0,0,0,0,0,0,5,6,0,3,3,3,0,2,0,0,5,0,3,0,4,5,6,0,2,0,0,3,0,2,0,0,0,0,13,0,0,2,7,0,0,1,0,0,0,0,0,4,11,2,6,7,5,0,1,1,3,0,3,0,2,0,8,3,3,0,0,0,2,0,0,0,3,0,2,0,6,0,1,0,0,6,6,0,0,0,0,0,4,0,0,4,1,0,0,0
91,Eepd1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Prtg,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,2,0,1,0,1,2,0,4,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,3,0,1,0,0,1,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,1
93,Gata2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,Suv39h2,0,0,0,0,0,0,0,0,0,0,8,3,0,4,6,6,6,2,1,0,2,0,6,0,8,7,9,1,9,10,0,18,0,5,0,0,0,1,6,0,1,0,12,0,0,5,0,0,0,0,0,16,10,3,8,15,8,0,4,1,10,0,6,0,7,0,3,6,4,0,2,0,4,0,0,12,7,0,8,0,9,0,0,0,0,6,9,0,0,0,1,1,12,0,0,2,3,0,0,0
95,Kctd15,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,4,1,3,0,0,2,0,2,0,0,10,10,2,4,2,0,6,0,7,0,0,0,0,3,1,1,0,10,0,0,0,0,0,0,0,0,6,6,2,2,5,0,0,0,0,8,0,0,0,1,0,3,1,0,0,4,0,1,0,0,1,7,0,10,1,10,0,2,0,0,4,1,0,0,0,0,1,1,0,0,1,6,0,0,0
96,Cdkl5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,3,0,0,0,0,2,2,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,1,2,1,5,1,1,0,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,3,0,0,0,0,0,3,0,0,1,0,0,0,0
97,Slc30a2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,3,0,0,0,1,1,0,1,12,3,1,1,2,4,0,5,0,3,0,0,1,0,2,0,0,0,6,0,0,2,0,0,0,0,0,6,1,0,0,6,4,0,1,0,1,0,1,0,1,0,1,1,8,0,4,0,1,0,0,6,2,0,6,0,5,0,0,0,1,1,2,0,0,0,1,0,3,0,0,3,4,0,0,0
98,Taf4b,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,3,1,1,0,0,3,0,5,2,5,2,5,1,6,7,0,5,0,0,0,0,1,1,4,0,0,1,2,0,0,1,0,0,0,0,0,2,6,2,5,4,4,0,1,2,11,0,1,0,2,0,9,3,3,0,2,0,1,0,0,5,7,0,6,0,4,0,0,0,0,4,4,0,0,0,2,0,2,0,0,2,0,0,0,0
99,Trim2,0,0,0,0,0,0,0,0,0,0,10,1,0,0,5,9,3,5,1,0,10,1,4,0,9,4,1,3,3,11,0,9,0,1,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,8,7,14,0,1,6,10,0,1,0,3,0,7,5,3,0,3,0,3,0,0,7,1,0,5,0,2,0,0,0,0,6,12,0,0,0,0,0,7,0,0,6,2,0,0,0
100,Kitl,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,1,0,0,0,0,0,0,0,0,2,1,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
101,Dpysl3,0,0,0,0,0,0,0,0,0,0,5,4,0,2,2,14,5,3,0,0,5,0,2,0,0,0,13,0,10,8,1,10,0,0,0,0,0,0,7,0,0,1,2,0,0,3,0,0,0,0,0,15,15,4,16,12,30,1,1,4,11,0,2,0,6,0,6,6,5,0,3,0,3,0,0,11,2,0,2,0,5,0,2,0,0,15,29,0,0,0,0,1,16,0,0,8,0,0,0,0
102,Sfrp2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,1,0,2,0,2,2,1,1,7,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,6,1,0,1,0,1,0,1,0,9,0,6,2,1,0,3,0,0,0,0,5,0,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,1,1,0,0,0
103,Paip2b,0,0,0,0,0,0,0,0,0,0,10,6,1,9,8,13,4,3,1,0,8,0,15,2,12,8,16,6,9,21,0,23,0,7,0,0,2,0,15,0,1,5,19,0,0,17,0,0,0,0,0,15,12,4,13,10,19,0,4,7,4,0,17,1,12,0,38,10,4,0,0,0,10,0,2,17,21,0,12,1,16,0,1,0,0,14,27,0,0,0,0,0,17,0,0,12,6,0,0,1
